Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
CMBEBWHT,Brugges Wheat Price,Commodity Prices,Belgium Franc (Euro from 01/01/1999),Belgium,,,,,,,National Currency,Units,Stock,none,Quarterly From Nov 1348 To May 1801<BR>,,,Currency converted to USD using Belgium Franc per US Dollar (USDBEF)
Date,Ticker,Open,High,Low,Close,Volume,Openint
11/11/1510,CMBEBWHT,,,,52,,
02/02/1511,CMBEBWHT,,,,44,,
05/15/1511,CMBEBWHT,,,,44,,
11/11/1511,CMBEBWHT,,,,52,,
02/02/1512,CMBEBWHT,,,,60,,
05/15/1512,CMBEBWHT,,,,60,,
11/11/1512,CMBEBWHT,,,,66,,
02/02/1513,CMBEBWHT,,,,68,,
05/15/1513,CMBEBWHT,,,,64,,
11/11/1513,CMBEBWHT,,,,72,,
02/02/1514,CMBEBWHT,,,,72,,
05/15/1514,CMBEBWHT,,,,72,,
11/11/1514,CMBEBWHT,,,,60,,
02/02/1515,CMBEBWHT,,,,60,,
05/15/1515,CMBEBWHT,,,,60,,
11/11/1515,CMBEBWHT,,,,72,,
02/02/1516,CMBEBWHT,,,,72,,
05/15/1516,CMBEBWHT,,,,76,,
11/11/1516,CMBEBWHT,,,,76,,
02/02/1517,CMBEBWHT,,,,74,,
05/15/1517,CMBEBWHT,,,,76,,
11/11/1517,CMBEBWHT,,,,66,,
02/02/1518,CMBEBWHT,,,,66,,
05/15/1518,CMBEBWHT,,,,50,,
11/11/1518,CMBEBWHT,,,,48,,
02/02/1519,CMBEBWHT,,,,50,,
05/15/1519,CMBEBWHT,,,,48,,
11/11/1519,CMBEBWHT,,,,60,,
02/02/1520,CMBEBWHT,,,,60,,
05/15/1520,CMBEBWHT,,,,72,,
11/11/1520,CMBEBWHT,,,,78,,
02/02/1521,CMBEBWHT,,,,86,,
05/15/1521,CMBEBWHT,,,,84,,
11/11/1521,CMBEBWHT,,,,100,,
02/02/1522,CMBEBWHT,,,,92,,
05/15/1522,CMBEBWHT,,,,120,,
11/11/1522,CMBEBWHT,,,,100,,
02/02/1523,CMBEBWHT,,,,80,,
05/15/1523,CMBEBWHT,,,,60,,
11/11/1523,CMBEBWHT,,,,60,,
02/02/1524,CMBEBWHT,,,,72,,
05/15/1524,CMBEBWHT,,,,76,,
11/11/1524,CMBEBWHT,,,,100,,
02/02/1525,CMBEBWHT,,,,80,,
05/15/1525,CMBEBWHT,,,,84,,
11/11/1525,CMBEBWHT,,,,60,,
02/02/1526,CMBEBWHT,,,,56,,
05/15/1526,CMBEBWHT,,,,48,,
11/11/1526,CMBEBWHT,,,,80,,
02/02/1527,CMBEBWHT,,,,78,,
11/11/1527,CMBEBWHT,,,,80,,
02/02/1528,CMBEBWHT,,,,96,,
05/15/1528,CMBEBWHT,,,,80,,
11/11/1528,CMBEBWHT,,,,90,,
02/02/1529,CMBEBWHT,,,,90,,
05/15/1529,CMBEBWHT,,,,84,,
11/11/1529,CMBEBWHT,,,,96,,
02/02/1530,CMBEBWHT,,,,90,,
05/15/1530,CMBEBWHT,,,,80,,
11/11/1530,CMBEBWHT,,,,100,,
02/02/1531,CMBEBWHT,,,,100,,
05/15/1531,CMBEBWHT,,,,80,,
11/11/1531,CMBEBWHT,,,,100,,
02/02/1532,CMBEBWHT,,,,100,,
05/15/1532,CMBEBWHT,,,,140,,
11/11/1532,CMBEBWHT,,,,140,,
02/02/1533,CMBEBWHT,,,,90,,
05/15/1533,CMBEBWHT,,,,60,,
11/11/1533,CMBEBWHT,,,,84,,
02/02/1534,CMBEBWHT,,,,70,,
05/15/1534,CMBEBWHT,,,,48,,
11/11/1534,CMBEBWHT,,,,72,,
02/02/1535,CMBEBWHT,,,,72,,
05/15/1535,CMBEBWHT,,,,66,,
11/11/1535,CMBEBWHT,,,,132,,
02/02/1536,CMBEBWHT,,,,131,,
05/15/1536,CMBEBWHT,,,,120,,
11/11/1536,CMBEBWHT,,,,120,,
02/02/1537,CMBEBWHT,,,,144,,
05/15/1537,CMBEBWHT,,,,100,,
11/11/1537,CMBEBWHT,,,,84,,
02/02/1538,CMBEBWHT,,,,80,,
05/15/1538,CMBEBWHT,,,,66,,
11/11/1538,CMBEBWHT,,,,96,,
02/02/1539,CMBEBWHT,,,,100,,
05/15/1539,CMBEBWHT,,,,120,,
11/11/1539,CMBEBWHT,,,,108,,
02/02/1540,CMBEBWHT,,,,108,,
05/15/1540,CMBEBWHT,,,,90,,
11/11/1540,CMBEBWHT,,,,102,,
02/02/1541,CMBEBWHT,,,,100,,
05/15/1541,CMBEBWHT,,,,96,,
11/11/1541,CMBEBWHT,,,,100,,
02/02/1542,CMBEBWHT,,,,102,,
05/15/1542,CMBEBWHT,,,,90,,
11/11/1542,CMBEBWHT,,,,102,,
02/02/1543,CMBEBWHT,,,,102,,
05/15/1543,CMBEBWHT,,,,96,,
11/11/1543,CMBEBWHT,,,,102,,
02/02/1544,CMBEBWHT,,,,114,,
